sentence_id	text	lemma	translation	alignment
semeval2013.d005.s019	Some of the jurors have said they were horrified by the photographs of the victims , Jennifer Hawke-Petit , 48 , and her daughters , Hayley , 17 , and Michaela , 11 .	some of the juror have say they be horrify by the photograph of the victim , jennifer hawke-petit , 48 , and she daughter , hayley , 17 , and michaelum , 11 .	Certains jurés ont déclaré qu'ils étaient horrifiés par les photographies des victimes, Jennifer Hawke-Petit, 48 ans, et de ses filles, Hayley, 17 ans, et Michaela, 11.	[(0, 0), (3, 1), (4, 2), (5, 3), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 23), (13, 11), (14, 12), (15, 13), (16, 14), (17, 15), (17, 16), (17, 17), (18, 18), (19, 19), (20, 21), (21, 22), (22, 24), (23, 25), (24, 26), (25, 27), (26, 28), (27, 29), (28, 31), (29, 32), (30, 33), (31, 34), (32, 35), (33, 36)]
semeval2013.d005.s020	The defense lawyers say they will also challenge the constitutionality of the death penalty and argue that the judge wrongly removed a juror who had been critical of prosecutors and that he improperly added pressure for a verdict by his unusual decision to direct the jury to deliberate over a weekend .	the defense_lawyer say they will also challenge the constitutionality of the death_penalty and argue that the judge wrongly remove a juror who have be critical of prosecutor and that he improperly add pressure for a verdict by he unusual decision to direct the jury to deliberate over a weekend .	Les avocats de la défense affirment qu'ils contesteront également la constitutionnalité de la peine de mort et soutiendront que le juge a enlevé à tort un juré qui avait critiqué les procureurs et qu'il a mal ajouté une pression pour un verdict par sa décision inhabituelle de demander au jury de délibérer pendant un week-end.	[(0, 0), (1, 4), (2, 1), (3, 5), (4, 7), (5, 8), (6, 9), (7, 8), (8, 10), (9, 11), (10, 12), (11, 13), (12, 16), (13, 14), (14, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (19, 25), (20, 23), (21, 26), (22, 27), (23, 28), (24, 29), (25, 30), (27, 2), (28, 32), (29, 33), (30, 34), (31, 35), (32, 47), (33, 38), (34, 40), (35, 41), (36, 42), (37, 43), (38, 44), (39, 45), (41, 46), (42, 48), (43, 49), (44, 31), (45, 51), (46, 39), (47, 53), (48, 54), (49, 55), (50, 56), (51, 59)]
semeval2013.d005.s021	The jurors were not sequestered .	the juror be not sequester .	Les jurés n'ont pas été séquestrés.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (4, 6), (5, 7)]
semeval2013.d005.s022	But their arguments about the effect of the intense coverage of the trial may draw the most interest .	but they argument about the effect of the intense coverage of the trial may draw the most interest .	Mais leurs arguments sur l'effet de la couverture intense du procès peuvent susciter le plus d'intérêt.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 9), (9, 8), (10, 10), (11, 11), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 17), (18, 18)]
semeval2013.d005.s023	They noted in a challenge to the verdict filed last month that the case dominated the news in Connecticut and was discussed during the election campaign by candidates for governor and the United States Senate .	they note in a challenge to the verdict file last month that the case dominate the news in connecticut and be discuss during the election campaign by candidate for governor and the united_states_senate .	Ils ont noté dans un défi pour le verdict déposé le mois dernier que l'affaire avait dominé les nouvelles du Connecticut et a été discutée lors de la campagne électorale par les candidats au gouverneur et au Sénat américain.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 12), (10, 11), (11, 13), (12, 14), (13, 15), (14, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 24), (21, 25), (22, 26), (23, 28), (24, 30), (25, 29), (26, 31), (27, 33), (28, 34), (29, 35), (30, 36), (31, 32), (32, 39), (34, 38), (35, 40)]
semeval2013.d005.s024	They argued that the news media continually fanned the flames of emotion about the case .	they argue that the news_media continually fan the flame of emotion about the case .	Ils ont fait valoir que les médias ont continuellement attisé les flammes de l'émotion à propos de l'affaire.	[(0, 0), (1, 1), (1, 3), (2, 4), (3, 5), (4, 6), (5, 6), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 14), (12, 16), (13, 18), (14, 19), (15, 20)]
semeval2013.d005.s025	`` The daily crush of media tweets , cameras and reporters outside the courthouse , '' the lawyers wrote , `` was unlike anything ever seen here in New Haven and maybe statewide . ''	`` the daily crush of media tweet , camera and reporter outside the courthouse , '' the lawyer write , `` be unlike anything ever see here in new_haven and maybe statewide . ''	`` L'écrasement quotidien des tweets médiatiques, des caméras et des journalistes à l'extérieur du palais de justice '', ont écrit les avocats, `` était différent de tout ce qui jamais vu ici à New Haven et peut-être à l'échelle de l'État.''	[(0, 0), (1, 2), (2, 4), (3, 3), (4, 5), (5, 7), (6, 6), (7, 8), (8, 10), (9, 11), (10, 13), (11, 16), (12, 17), (13, 18), (13, 20), (14, 22), (15, 21), (16, 25), (17, 26), (18, 24), (19, 27), (20, 28), (21, 30), (22, 31), (22, 32), (23, 33), (24, 36), (25, 37), (26, 38), (27, 39), (28, 40), (29, 41), (30, 42), (31, 43), (32, 7), (32, 49), (33, 50), (34, 51)]
semeval2013.d005.s026	Their focus on the Twitter coverage is controversial .	they focus on the twitter coverage be controversial .	Leur concentration sur la couverture Twitter est controversée.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 5), (5, 4), (6, 6), (7, 7), (8, 8)]
semeval2013.d005.s027	In interviews , some journalists said the claim that instant news was more incendiary than reports delivered more slowly was a Luddite view that would make poor court policy governing coverage of future trials .	in interview , some journalist say the claim that instant news be more incendiary than report deliver more slowly be a luddite view that would make poor court policy govern coverage of future trial .	Dans des interviews, certains journalistes ont déclaré que l'affirmation selon laquelle les nouvelles instantanées étaient plus incendiaires que les rapports remis plus lentement étaient un point de vue luddite qui ferait une politique judiciaire médiocre régissant la couverture des futurs procès.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 7), (6, 9), (7, 10), (8, 8), (9, 15), (10, 14), (11, 16), (12, 17), (13, 18), (14, 19), (15, 21), (16, 15), (17, 23), (18, 24), (19, 25), (20, 26), (21, 30), (22, 29), (23, 31), (24, 32), (25, 32), (26, 36), (27, 35), (28, 34), (29, 37), (30, 39), (31, 40), (32, 41), (33, 21), (33, 42), (34, 43)]
semeval2013.d005.s028	But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .	but some lawyer say appeals_court be often attract to argument that social and technological change require adaptation by the court .	Mais certains avocats ont déclaré que les tribunaux d'appel étaient souvent attirés par les arguments selon lesquels les changements sociaux et technologiques nécessitaient l'adaptation des tribunaux.	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 9), (5, 7), (6, 10), (7, 11), (8, 12), (9, 3), (10, 15), (11, 5), (12, 20), (13, 21), (14, 22), (15, 19), (16, 23), (17, 25), (18, 13), (19, 18), (20, 22), (20, 27), (21, 28)]
semeval2013.d005.s029	Mr. Hayes 's lawyers are pressing that claim .	mr. haye 's lawyer be press that claim .	Les avocats de M. Hayes font pression sur cette affirmation.	[(0, 3), (1, 4), (2, 0), (3, 1), (4, 5), (5, 6), (5, 9), (6, 8), (8, 10)]
semeval2013.d005.s030	In their filing , they referred to the Supreme Court 's 1966 decision overturning Dr. Sheppard 's conviction because of the trial coverage and made it clear they would claim that the new media required new rules .	in they filing , they refer to the supreme_court 's 1966 decision overturn dr. sheppard 's conviction because of the trial coverage and make it clear they would claim that the new media require new rule .	Dans leur dossier, ils ont fait référence à la décision de la Cour suprême de 1966 annulant la condamnation du Dr Sheppard en raison de la couverture du procès et a clairement indiqué qu'ils affirmeraient que les nouveaux médias exigeaient de nouvelles règles.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (5, 7), (6, 8), (7, 12), (8, 14), (9, 13), (10, 14), (11, 16), (12, 10), (13, 17), (14, 20), (14, 21), (15, 22), (16, 18), (16, 34), (17, 19), (18, 24), (19, 25), (20, 26), (21, 29), (22, 27), (23, 30), (24, 33), (26, 32), (27, 35), (28, 36), (29, 36), (30, 37), (31, 38), (32, 39), (33, 40), (34, 41), (35, 43), (36, 44), (37, 45)]
semeval2013.d005.s031	`` This case , '' they wrote , `` represents the Sheppard v. Maxwell of the 21st century . ''	`` this case , '' they write , `` represent the sheppard v. maxwell of the 21st century . ''	`` Ce cas '', ont-ils écrit, `` représente le Sheppard c. Maxwell du 21e siècle.''	[(0, 0), (1, 2), (2, 3), (3, 5), (4, 4), (5, 7), (6, 8), (7, 9), (8, 10), (9, 6), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21)]
semeval2013.d006.s000	Sport and fraud law	sport and fraud law	Droit du sport et de la fraude	[(0, 2), (1, 3), (2, 6), (3, 0)]
semeval2013.d006.s001	Tricks such as those of Alonso and Ramos before the Ajax demonstrate wittiness but not the will to get remove of a sanction .	trick such as those of alonso and ramo before the ajax demonstrate wittiness but not the will to get remove of a sanction .	Des astuces telles que celles d'Alonso et de Ramos avant l'Ajax démontrent l'esprit mais pas la volonté de supprimer une sanction.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20), (18, 21), (20, 8), (21, 22), (22, 23), (23, 24)]
semeval2013.d006.s002	The expulsion presumably forged by two players of Real Madrid ( Xabi Alonso and Sergio Ramos ) in the game played on the 23rd of November against Ajax in European Champions League has caused rivers of ink to be written about if such behavior is or is not unsportsmanlike and if , both players should be sanctioned by UEFA .	the expulsion presumably forge by two player of real madrid ( xabus alonso and sergio ramo ) in the game play on the 23rd of november against ajax in european champion league have cause river of ink to be write about if such behavior be or be not unsportsmanlike and if , both player should be sanction by uefa .	L'expulsion est vraisemblablement forgée par deux joueurs du Real Madrid (Xabi Alonso et Sergio Ramos) dans le jeu joué le 23 novembre contre l'Ajax en Ligue des champions d'Europe a provoqué l'écriture de Rivers of Ink sur si un tel comportement est ou n'est pas involontaire et si, les deux joueurs devraient être sanctionnés par l'UEFA.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21), (21, 21), (22, 22), (23, 23), (24, 32), (25, 24), (26, 25), (27, 27), (28, 28), (29, 33), (30, 31), (31, 29), (32, 34), (33, 35), (34, 39), (35, 40), (36, 41), (37, 36), (39, 37), (40, 42), (41, 43), (42, 45), (43, 46), (44, 47), (45, 48), (46, 50), (47, 49), (47, 51), (48, 52), (49, 53), (50, 54), (51, 55), (52, 57), (53, 58), (54, 59), (55, 60), (56, 61), (57, 62), (58, 64), (59, 65)]
semeval2013.d006.s003	As we all know , a few minutes before the end of the game ( that their team had already won ) , both players deliberately wasted time which made the referee show the second yellow card to both of them .	as we all know , a few minute before the end of the game ( that they team have already win ) , both player deliberately waste time which make the referee show the second yellow card to both of they .	Comme nous le savons tous, quelques minutes avant la fin du match (que leur équipe avait déjà gagné), les deux joueurs ont délibérément perdu du temps, ce qui a fait de l'arbitre le deuxième carton jaune pour les deux.	[(0, 0), (1, 1), (2, 4), (3, 3), (4, 5), (5, 33), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 19), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 23), (24, 24), (25, 26), (26, 25), (26, 27), (27, 29), (28, 32), (29, 34), (30, 22), (31, 37), (33, 38), (34, 39), (35, 41), (36, 40), (37, 42), (38, 44), (41, 30), (41, 45)]
semeval2013.d006.s004	This way , and since Real Madrid will finish as leader of its group , both players will fulfil the prescribed sanction during the next game of league , against Auxerre , and will be able to get rid of the cards the following phase .	this way , and since real madrid will finish as leader of its group , both player will fulfil the prescribed sanction during the next game of league , against auxerre , and will be able to get rid of the card the following phase .	De cette façon, et que le Real Madrid terminera en tant que leader de son groupe, les deux joueurs rempliront la sanction prescrite lors du prochain match de la ligue, contre Auxerre, et pourront se débarrasser des cartes de la phase suivante.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 7), (6, 8), (7, 9), (8, 9), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 19), (16, 20), (17, 21), (18, 21), (19, 22), (20, 24), (21, 23), (22, 25), (23, 43), (24, 27), (25, 28), (26, 29), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 36), (33, 37), (36, 38), (37, 39), (38, 39), (39, 42), (40, 40), (41, 41), (42, 18), (43, 45), (44, 44), (45, 46)]
semeval2013.d006.s005	Finally , the committee of discipline of the UEFA has sanctioned with two games the trainer of the team , Jose Mourinho , and with different economic amounts the implied players .	finally , the committee of discipline of the uefa have sanction with two game the trainer of the team , jose mourinho , and with different economic amount the implied player .	Enfin, le comité de discipline de l'UEFA a sanctionné avec deux matchs l'entraîneur de l'équipe, Jose Mourinho, et avec des quantités économiques différentes les joueurs implicites.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 28), (26, 27), (27, 26), (28, 29), (29, 31), (30, 30), (31, 32)]
semeval2013.d006.s006	The provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .	the provocation of a yellow card in similar circumstance as this one be not a new practice , but rather frequent in the world of football .	La provocation d'un carton jaune dans des circonstances similaires à celle n'est pas une nouvelle pratique, mais plutôt fréquente dans le monde du football.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 5), (5, 4), (6, 6), (7, 9), (8, 8), (9, 10), (10, 21), (11, 11), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27)]
